Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
485,Dion Waiters\waitedi01,SG,28,LAL,1,0,21.0,5.0,10.0,.500,1.0,6.0,.167,4.0,4.0,1.000,.550,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,11.0
486,Kemba Walker\walkeke02,PG,29,BOS,51,51,31.6,7.0,16.5,.422,3.3,8.7,.378,3.7,7.8,.471,.522,3.9,4.5,.865,0.6,3.4,4.0,4.9,0.9,0.5,2.1,1.5,21.1
487,Lonnie Walker\walkelo01,SG,21,SAS,54,5,14.8,2.3,5.2,.441,0.6,1.4,.411,1.7,3.8,.451,.495,0.7,1.0,.722,0.4,1.8,2.2,0.9,0.5,0.2,0.6,1.3,5.8
488,Tyrone Wallace\wallaty01,SG,25,ATL,14,0,11.4,1.0,3.1,.318,0.1,1.1,.067,0.9,2.1,.448,.330,0.8,1.2,.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9
489,Taurean Prince\princta02,SF,25,BRK,64,61,29.0,4.3,11.5,.376,2.3,6.7,.339,2.1,4.8,.429,.475,1.1,1.4,.798,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5,12.1
490,Derrick Walton\waltode01,PG,24,TOT,26,1,9.5,0.7,1.5,.462,0.4,0.9,.417,0.3,0.6,.533,.590,0.3,0.3,.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0
490,Derrick Walton\waltode01,PG,24,LAC,23,1,9.7,0.7,1.6,.472,0.4,0.9,.429,0.3,0.7,.533,.597,0.3,0.4,.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2
490,Derrick Walton\waltode01,PG,24,DET,3,0,8.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.3,0.3,1.7,1.0,0.0,0.3,0.7,1.0
491,Brad Wanamaker\wanambr01,PG,30,BOS,64,1,19.4,2.2,5.1,.431,0.5,1.4,.359,1.7,3.7,.460,.482,1.8,1.9,.933,0.3,1.7,2.0,2.5,0.8,0.2,1.1,1.9,6.7
492,T.J. Warren\warretj01,SF,26,IND,61,61,32.5,7.5,14.2,.529,1.1,3.0,.375,6.4,11.2,.571,.569,2.5,3.0,.812,1.0,3.0,4.0,1.4,1.1,0.4,1.3,2.8,18.7
493,P.J. Washington\washipj01,PF,21,CHO,58,57,30.3,4.6,10.2,.455,1.5,4.0,.374,3.1,6.2,.507,.528,1.5,2.3,.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2
494,Yuta Watanabe\watanyu01,SG,25,MEM,16,0,6.2,0.8,1.8,.414,0.2,0.5,.375,0.6,1.3,.429,.466,0.2,0.5,.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.6,1.9
495,Tremont Waters\watertr01,PG,22,BOS,10,0,8.9,1.2,3.5,.343,0.3,1.7,.176,0.9,1.8,.500,.386,0.6,0.6,1.000,0.0,0.9,0.9,1.2,0.5,0.2,1.0,1.1,3.3
496,Paul Watson\watsopa01,SF-SG,25,TOT,5,0,5.0,0.0,1.6,.000,0.0,0.8,.000,0.0,0.8,.000,.000,0.2,0.4,.500,0.0,0.8,0.8,1.0,0.2,0.2,0.0,0.2,0.2
496,Paul Watson\watsopa01,SG,25,ATL,2,0,8.5,0.0,3.5,.000,0.0,1.5,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5,0.0
496,Paul Watson\watsopa01,SF,25,TOR,3,0,2.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,0.7,0.7,0.7,0.0,0.3,0.0,0.0,0.3
497,Quinndary Weatherspoon\weathqu01,SG,23,SAS,4,0,6.3,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.0,0.5,0.5,0.8,0.3,0.0,0.3,0.3,1.0
498,Russell Westbrook\westbru01,PG,31,HOU,54,54,36.1,10.8,22.8,.473,1.0,3.8,.255,9.8,19.0,.516,.494,5.1,6.6,.771,1.8,6.3,8.1,7.0,1.7,0.3,4.5,3.6,27.5
499,Coby White\whiteco01,SG,19,CHI,65,1,25.8,4.8,12.2,.394,2.0,5.8,.354,2.8,6.4,.430,.478,1.6,2.0,.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2
500,Derrick White\whitede01,SG,25,SAS,62,14,24.2,3.6,7.7,.461,1.0,2.7,.361,2.6,5.0,.516,.525,2.5,2.9,.862,0.5,2.7,3.2,3.4,0.6,0.9,1.3,2.2,10.6
501,Hassan Whiteside\whiteha01,C,30,POR,62,61,31.1,6.8,11.0,.618,0.1,0.1,.571,6.7,10.9,.619,.621,2.5,3.6,.681,4.0,10.1,14.1,1.2,0.4,3.0,1.9,3.0,16.1
502,Andrew Wiggins\wiggian01,SF-SG,24,TOT,54,54,34.4,8.1,18.1,.447,2.1,6.2,.332,6.0,11.9,.506,.504,3.5,5.0,.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8
502,Andrew Wiggins\wiggian01,SF,24,MIN,42,42,34.6,8.4,18.8,.444,2.2,6.5,.331,6.2,12.3,.505,.502,3.5,4.9,.720,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4
502,Andrew Wiggins\wiggian01,SG,24,GSW,12,12,33.6,7.2,15.7,.457,1.7,4.9,.339,5.5,10.8,.512,.511,3.4,5.1,.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4
503,Grant Williams\willigr01,PF,21,BOS,63,5,15.5,1.3,3.0,.417,0.3,1.3,.247,0.9,1.7,.551,.471,0.6,0.8,.725,0.9,1.7,2.6,1.0,0.5,0.5,0.7,2.4,3.5
504,Johnathan Williams\willijo04,C,24,WAS,12,5,12.3,1.3,2.1,.640,0.0,0.2,.000,1.3,1.9,.696,.640,0.3,0.6,.571,1.3,2.4,3.8,0.5,0.1,0.6,0.3,1.1,3.0
505,Kenrich Williams\willike04,PF,25,NOP,35,18,22.3,1.4,4.1,.343,0.7,2.7,.260,0.7,1.3,.511,.430,0.3,0.7,.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8
506,Lou Williams\willilo02,SG,33,LAC,60,8,29.3,6.1,14.7,.416,1.8,4.9,.363,4.3,9.8,.442,.476,4.6,5.4,.863,0.5,2.6,3.1,5.7,0.7,0.2,2.9,1.3,18.7
507,Marvin Williams\willima02,PF,33,TOT,52,1,19.4,2.1,4.8,.442,1.0,2.8,.361,1.1,2.0,.552,.546,0.9,1.0,.870,0.4,2.5,2.8,1.1,0.7,0.5,0.5,1.8,6.1
507,Marvin Williams\willima02,PF,33,CHO,41,1,19.7,2.3,5.1,.448,1.1,2.9,.376,1.2,2.3,.538,.552,1.0,1.2,.860,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7
507,Marvin Williams\willima02,PF,33,MIL,11,0,18.5,1.5,3.5,.410,0.7,2.5,.296,0.7,1.1,.667,.513,0.4,0.4,1.000,0.5,3.1,3.5,1.4,0.8,0.4,0.3,2.1,4.0
508,Robert Williams\williro04,C,22,BOS,23,1,14.0,1.8,2.7,.677,0.0,0.0,,1.8,2.7,.677,.677,0.6,1.1,.560,1.5,3.2,4.7,1.0,0.9,1.2,0.9,1.7,4.3
509,Nigel Williams-Goss\willini01,PG,25,UTA,9,0,3.1,0.1,0.8,.143,0.0,0.2,.000,0.1,0.6,.200,.143,0.2,0.2,1.000,0.2,0.3,0.6,0.6,0.1,0.1,0.2,0.2,0.4
510,Zion Williamson\willizi01,PF,19,NOP,20,20,29.0,8.9,15.0,.593,0.3,0.7,.462,8.6,14.4,.599,.603,5.0,7.7,.647,2.8,3.7,6.5,2.1,0.8,0.5,2.7,1.8,23.1
511,D.J. Wilson\wilsodj01,PF,23,MIL,32,0,8.8,1.3,3.2,.396,0.4,1.7,.255,0.8,1.4,.565,.465,0.2,0.3,.667,0.3,1.8,2.1,0.7,0.1,0.2,0.5,0.8,3.1
512,Justise Winslow\winslju01,SF,23,MIA,11,5,32.0,4.5,11.7,.388,0.5,2.5,.222,4.0,9.3,.431,.411,1.6,2.5,.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3
513,Christian Wood\woodch01,PF,24,DET,62,12,21.4,4.6,8.2,.567,0.9,2.3,.386,3.8,5.9,.636,.620,2.9,3.9,.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1
514,Delon Wright\wrighde01,SG,27,DAL,66,5,21.6,2.7,5.8,.470,0.7,1.8,.387,2.0,4.0,.508,.530,1.1,1.4,.789,1.0,2.9,4.0,3.3,1.2,0.3,1.0,1.3,7.3
515,Justin Wright-Foreman\wrighju02,PG,22,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Thaddeus Young\youngth01,PF,31,CHI,64,16,24.9,4.2,9.4,.448,1.2,3.5,.356,3.0,5.9,.501,.513,0.7,1.1,.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3
517,Trae Young\youngtr01,PG,21,ATL,60,60,35.3,9.1,20.8,.437,3.4,9.5,.361,5.7,11.4,.501,.519,8.0,9.3,.860,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6
518,Cody Zeller\zelleco01,C,27,CHO,58,39,23.1,4.3,8.3,.524,0.3,1.3,.240,4.0,7.0,.577,.543,2.1,3.1,.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1
519,Ante Žižić\zizican01,C,23,CLE,22,0,10.0,1.9,3.3,.569,0.0,0.0,,1.9,3.3,.569,.569,0.6,0.9,.737,0.8,2.2,3.0,0.3,0.3,0.2,0.5,1.2,4.4
520,Ivica Zubac\zubaciv01,C,22,LAC,65,63,18.0,3.1,5.2,.599,0.0,0.0,.000,3.1,5.2,.602,.599,1.6,2.2,.759,2.6,4.6,7.1,1.1,0.2,0.9,0.8,2.3,7.9
